Transaction_ID,User_ID,Date,Transaction_Type,Category,Amount,Balance_After_Transaction,Budget_Planned,Budget_Utilized,Credit_Score,Investment_Return,Payment_Mode,Action_Type,Interaction_Time,Preferred_View,Feedback_Score,Recommendation_Type,Recommendation_Outcome,Prediction_Confidence,Decision_Quality,Error_Reduction,Cognitive_Load_Score
T0635,U90,2025-08-04,Loan,Healthcare,475.43,9329.05,6482.75,7000.8389386364515,760,,Cash,Recommendation_Ignored,14,Summary,3,Risk Alert,Accepted,79.68,1,77.63,4
T0636,U62,2024-09-25,Loan,Salary,1849.62,3249.17,7531.93,7962.574642736932,768,,Cash,Recommendation_Accepted,588,Summary,2,Investment Suggestion,Ignored,75.15,1,20.47,9
T0637,U91,2025-08-09,Loan,Utilities,4524.12,13261.76,12671.2,14286.722029877956,716,,Debit,Recommendation_Ignored,274,Detailed,2,Risk Alert,Ignored,89.26,0,2.83,10
T0638,U47,2025-02-05,Loan,Utilities,500.43,2733.29,4340.23,5021.016150955159,656,,Online,Report_View,258,Charts,5,Budget Adjustment,Ignored,68.61,1,91.16,2
T0639,U9,2024-10-23,Loan,Insurance,2886.36,5781.47,7189.77,7124.089399386573,800,,Online,Dashboard_Click,579,Charts,2,Investment Suggestion,Rejected,56.36,1,10.04,4
T0640,U65,2025-08-09,Income,Travel,4797.79,5792.12,13117.53,13396.76373751139,701,,Credit,Dashboard_Click,512,Summary,4,Risk Alert,Rejected,95.68,0,49.92,10
T0641,U20,2025-01-07,Expense,Healthcare,4675.77,6756.22,11676.64,13443.729563060115,393,,Cash,Dashboard_Click,5,Summary,4,Budget Adjustment,Rejected,81.49,1,32.24,2
T0642,U67,2025-01-29,Expense,EMI,2236.4,19166.76,7768.77,7553.28700170487,643,,Cash,Dashboard_Click,259,Summary,1,Budget Adjustment,Rejected,58.64,1,76.65,3
T0643,U68,2025-06-27,Expense,Healthcare,4802.57,1047.12,3741.63,5722.301995272181,644,,Credit,Report_View,329,Charts,1,Investment Suggestion,Accepted,60.65,0,77.64,2
T0644,U74,2024-10-21,Investment,Travel,3838.83,7239.33,3022.67,3075.1385441675084,516,-1.67,Credit,Report_View,566,Summary,3,Budget Adjustment,Rejected,84.81,1,22.48,3
T0645,U7,2025-04-20,Investment,Salary,1395.76,7147.57,6486.6,6922.9585869058465,412,3.27,Credit,Recommendation_Ignored,298,Detailed,4,Investment Suggestion,Ignored,90.02,0,58.82,7
T0646,U52,2025-03-25,Investment,Insurance,3759.55,5645.46,8160.09,7594.9111920416835,720,4.6,Online,Report_View,92,Charts,5,Budget Adjustment,Rejected,75.2,0,49.27,6
T0647,U18,2025-02-19,Tax,Salary,4281.75,5745.97,13474.99,13928.705197522144,727,,Credit,Dashboard_Click,255,Charts,4,Budget Adjustment,Ignored,80.56,1,44.51,2
T0648,U38,2025-08-20,Investment,Insurance,4395.47,11719.21,5704.25,4420.63582650768,520,0.05,Online,Recommendation_Accepted,396,Detailed,2,Risk Alert,Rejected,98.73,1,43.32,6
T0649,U70,2025-06-20,Income,Groceries,1350.89,8710.17,8328.49,7495.795840466715,696,,Debit,Recommendation_Accepted,459,Summary,3,Investment Suggestion,Rejected,72.63,0,95.54,10
T0650,U23,2025-06-07,Investment,Travel,2510.27,13120.75,14966.38,13892.066086879217,541,-2.58,Credit,Report_View,208,Summary,1,Risk Alert,Ignored,53.73,0,64.56,2
T0651,U18,2025-04-16,Income,EMI,2220.09,16427.14,10709.78,12245.559280202187,683,,Online,Recommendation_Ignored,127,Summary,5,Risk Alert,Accepted,94.25,0,80.87,1
T0652,U13,2025-01-31,Investment,Healthcare,4222.92,13118.59,7444.97,5773.976797754589,574,4.14,Cash,Recommendation_Accepted,377,Tables,3,Risk Alert,Accepted,59.96,0,78.59,6
T0653,U76,2025-07-01,Loan,Healthcare,3707.55,12107.76,10624.44,10902.317770540856,819,,Cash,Recommendation_Accepted,290,Tables,5,Risk Alert,Rejected,50.28,0,16.66,4
T0654,U50,2025-08-05,Income,Groceries,322.56,13917.84,10804.26,10660.737465606102,309,,Online,Recommendation_Accepted,25,Tables,2,Budget Adjustment,Rejected,53.69,0,3.19,2
T0655,U91,2025-04-23,Income,Stocks,2655.7,14637.09,9070.92,9849.523014468386,809,,Credit,Dashboard_Click,39,Detailed,5,Risk Alert,Ignored,72.32,1,71.62,9
T0656,U3,2024-11-03,Income,Travel,1204.72,5966.83,14081.29,13797.210776999977,580,,Credit,Recommendation_Accepted,347,Detailed,3,Investment Suggestion,Accepted,63.25,1,35.5,2
T0657,U54,2025-01-01,Income,Utilities,923.34,19437.56,8550.28,6709.254081258021,483,,Cash,Dashboard_Click,423,Tables,5,Budget Adjustment,Ignored,88.12,1,2.44,7
T0658,U90,2024-11-02,Income,Travel,363.64,2360.31,8548.79,7163.757851030712,564,,Credit,Dashboard_Click,179,Summary,3,Investment Suggestion,Ignored,70.54,0,93.9,8
T0659,U45,2025-05-31,Income,Utilities,2376.19,9343.47,4418.57,3559.584747145377,374,,Debit,Recommendation_Ignored,277,Detailed,4,Budget Adjustment,Accepted,52.57,1,24.4,9
T0660,U40,2025-05-05,Income,Travel,1275.33,19728.82,10454.03,9706.456489817532,450,,Online,Report_View,294,Charts,1,Risk Alert,Accepted,82.52,1,59.94,2
T0661,U20,2025-06-28,Tax,Healthcare,3296.52,9956.68,12237.77,12346.229878630487,312,,Cash,Report_View,310,Summary,3,Investment Suggestion,Accepted,60.49,0,65.94,4
T0662,U24,2024-12-08,Income,Insurance,1613.99,9324.53,6916.64,4947.396634295136,436,,Credit,Report_View,459,Tables,4,Investment Suggestion,Accepted,92.35,1,33.17,9
T0663,U15,2025-05-15,Expense,Travel,4473.37,4284.24,4974.26,5952.147134404579,482,,Online,Recommendation_Accepted,281,Summary,1,Budget Adjustment,Rejected,79.96,1,15.37,3
T0664,U82,2025-03-04,Expense,Salary,2662.98,19597.83,10385.15,10455.911189553422,574,,Online,Dashboard_Click,300,Tables,4,Budget Adjustment,Rejected,56.88,0,99.37,8
T0665,U78,2025-02-04,Expense,Insurance,360.49,12830.21,8534.32,9130.539341006359,515,,Debit,Recommendation_Ignored,30,Detailed,1,Investment Suggestion,Rejected,91.1,0,66.32,10
T0666,U83,2025-07-09,Investment,Healthcare,3060.89,6532.38,2432.64,4372.550797791057,681,9.51,Credit,Recommendation_Accepted,155,Summary,3,Investment Suggestion,Accepted,60.15,0,51.62,4
T0667,U15,2024-11-11,Income,Stocks,683.29,10775.16,6481.67,5429.960850939857,773,,Debit,Report_View,150,Summary,3,Budget Adjustment,Ignored,69.86,0,52.72,5
T0668,U82,2025-09-20,Investment,Groceries,2877.26,12341.99,5236.62,6858.774870730969,712,3.6,Debit,Dashboard_Click,30,Summary,3,Risk Alert,Accepted,86.4,1,1.96,5
T0669,U92,2025-01-12,Loan,Stocks,977.49,12959.12,14461.88,16263.563948630712,726,,Cash,Report_View,362,Tables,4,Risk Alert,Rejected,82.67,0,13.99,10
T0670,U57,2025-04-07,Income,EMI,1448.41,13750.58,11448.86,10638.946202910518,592,,Cash,Dashboard_Click,367,Summary,4,Risk Alert,Accepted,87.68,0,3.45,1
T0671,U46,2025-03-25,Loan,Travel,4292.97,6768.16,7256.59,7109.288965332667,609,,Online,Report_View,368,Charts,1,Risk Alert,Rejected,95.03,0,98.51,1
T0672,U11,2025-05-29,Income,Insurance,2267.21,8260.91,6546.66,5565.523060145519,418,,Credit,Report_View,49,Summary,4,Budget Adjustment,Rejected,58.75,1,51.71,5
T0673,U45,2025-05-30,Loan,Insurance,4921.47,11371.1,9750.94,8950.846646115104,543,,Credit,Recommendation_Accepted,124,Charts,1,Budget Adjustment,Rejected,77.33,0,37.66,9
T0674,U95,2025-01-09,Investment,Insurance,1675.86,3538.25,11302.31,9827.347298823315,608,13.34,Debit,Recommendation_Ignored,54,Charts,3,Budget Adjustment,Rejected,72.21,0,77.16,5
T0675,U85,2025-04-02,Tax,Travel,4583.85,19569.5,6052.07,4742.031980706043,372,,Debit,Recommendation_Accepted,434,Detailed,3,Budget Adjustment,Ignored,88.73,1,66.01,1
T0676,U43,2025-08-30,Tax,Groceries,3929.44,17053.13,9000.12,9976.023972275365,632,,Debit,Dashboard_Click,200,Tables,3,Risk Alert,Rejected,94.26,0,86.22,5
T0677,U34,2025-06-14,Investment,Salary,339.09,8849.55,11745.13,13519.218952357753,682,1.3,Online,Dashboard_Click,96,Tables,1,Risk Alert,Ignored,98.6,1,45.86,9
T0678,U64,2025-05-18,Expense,Salary,3160.2,5387.79,14439.59,15630.260282231362,485,,Cash,Recommendation_Accepted,253,Tables,4,Risk Alert,Ignored,88.39,1,82.99,3
T0679,U78,2024-10-25,Expense,Stocks,4812.0,5613.19,14530.66,16516.637291211242,738,,Online,Dashboard_Click,53,Summary,1,Budget Adjustment,Ignored,87.79,1,59.42,1
T0680,U32,2025-05-26,Investment,Groceries,2704.9,11418.98,9914.97,10537.83470868908,456,-2.16,Debit,Dashboard_Click,516,Summary,4,Risk Alert,Accepted,80.92,0,37.24,4
T0681,U26,2025-03-31,Expense,Utilities,2391.82,5441.9,8879.34,7573.678876319194,751,,Credit,Report_View,164,Summary,2,Risk Alert,Accepted,93.59,0,7.74,6
T0682,U22,2025-09-21,Expense,Groceries,4718.48,17721.3,8220.96,8126.44369075631,468,,Credit,Recommendation_Ignored,177,Tables,5,Budget Adjustment,Rejected,52.11,0,62.28,1
T0683,U10,2025-05-13,Loan,Healthcare,4837.77,4533.52,10653.11,12482.416887866806,472,,Online,Recommendation_Ignored,485,Summary,4,Investment Suggestion,Accepted,57.05,1,39.98,4
T0684,U23,2025-01-27,Investment,Travel,4231.73,4633.76,11219.32,12619.410924479958,504,14.48,Cash,Report_View,350,Tables,1,Investment Suggestion,Rejected,95.53,1,45.75,1
T0685,U98,2024-10-24,Investment,Groceries,1778.94,7818.8,7405.5,8163.793109599177,340,4.81,Online,Report_View,483,Tables,2,Budget Adjustment,Ignored,66.02,1,89.89,3
T0686,U31,2024-12-25,Investment,Utilities,3471.63,15675.94,12044.25,10337.14893678206,300,-2.62,Credit,Recommendation_Accepted,408,Summary,3,Investment Suggestion,Ignored,61.75,1,94.88,6
T0687,U18,2025-03-16,Expense,Salary,4054.06,3409.84,3803.31,2230.5703315030187,756,,Credit,Report_View,12,Charts,5,Investment Suggestion,Ignored,67.44,1,20.52,9
T0688,U16,2024-10-31,Tax,Stocks,898.23,4812.33,9643.69,9559.935928245723,348,,Credit,Recommendation_Ignored,317,Summary,3,Risk Alert,Accepted,68.93,1,32.05,1
T0689,U45,2025-01-27,Income,Insurance,1152.37,14585.63,4612.19,4818.388803551911,677,,Debit,Recommendation_Ignored,486,Summary,5,Investment Suggestion,Ignored,53.56,1,62.9,7
T0690,U78,2025-08-10,Income,Groceries,454.68,17358.88,8260.4,9568.100033197758,795,,Online,Report_View,421,Summary,5,Budget Adjustment,Accepted,66.83,1,56.15,7
T0691,U55,2024-12-02,Loan,Insurance,663.07,16833.01,9816.95,8351.258166390435,448,,Debit,Recommendation_Ignored,204,Summary,3,Investment Suggestion,Rejected,89.37,0,69.85,4
T0692,U54,2025-09-07,Expense,Healthcare,1897.92,15232.15,12677.33,12243.206244511695,789,,Credit,Recommendation_Accepted,315,Summary,1,Investment Suggestion,Ignored,97.38,1,46.18,7
T0693,U52,2025-02-01,Expense,Insurance,2600.09,13496.4,7271.57,8193.346223844997,582,,Debit,Dashboard_Click,482,Summary,1,Risk Alert,Accepted,90.75,1,41.69,10
T0694,U20,2024-10-06,Loan,Insurance,183.56,6343.86,14762.33,14984.603774072748,494,,Credit,Report_View,496,Tables,1,Investment Suggestion,Accepted,69.26,1,10.91,9
T0695,U24,2025-05-22,Expense,Groceries,1075.43,7605.16,3750.07,3943.374938834837,319,,Cash,Dashboard_Click,163,Summary,5,Investment Suggestion,Ignored,70.45,1,37.26,10
T0696,U66,2024-11-17,Investment,Groceries,2705.93,14485.08,2831.12,4189.894149180174,482,-3.68,Credit,Recommendation_Ignored,549,Detailed,3,Budget Adjustment,Ignored,80.28,1,66.14,10
T0697,U30,2024-11-01,Expense,Salary,488.19,2347.28,7162.72,9134.19474097934,784,,Cash,Recommendation_Ignored,314,Charts,1,Investment Suggestion,Accepted,91.27,0,35.57,7
T0698,U70,2025-07-20,Expense,Groceries,3211.12,3685.18,3741.54,5456.994890729656,842,,Credit,Dashboard_Click,593,Detailed,3,Investment Suggestion,Accepted,81.49,1,76.36,1
T0699,U6,2024-10-04,Expense,Healthcare,618.27,14669.24,10991.82,10619.372776039301,789,,Cash,Recommendation_Accepted,562,Detailed,1,Risk Alert,Accepted,59.47,1,80.93,4
T0700,U24,2025-01-27,Loan,Travel,1029.02,5144.15,11056.56,9811.645942985135,301,,Debit,Recommendation_Ignored,375,Detailed,5,Investment Suggestion,Ignored,96.03,0,52.82,4
T0701,U7,2025-08-12,Expense,Stocks,3272.87,7415.77,12796.12,12629.17293529688,708,,Cash,Report_View,536,Charts,2,Budget Adjustment,Rejected,51.09,1,21.92,9
T0702,U99,2024-10-20,Loan,Groceries,567.5,12030.98,7576.21,5629.286281791497,688,,Debit,Dashboard_Click,140,Summary,5,Risk Alert,Accepted,59.45,0,59.76,2
T0703,U50,2025-07-02,Investment,Salary,1266.4,14495.97,7086.87,7559.470136069853,399,-0.72,Credit,Recommendation_Accepted,441,Tables,2,Budget Adjustment,Ignored,63.34,0,30.05,5
T0704,U34,2025-03-29,Expense,Groceries,2151.56,5328.09,11085.92,9642.045454504001,490,,Cash,Recommendation_Accepted,597,Detailed,5,Investment Suggestion,Rejected,57.71,1,65.75,3
T0705,U67,2025-01-22,Loan,Utilities,2797.02,18926.1,9332.07,11193.713185014629,403,,Cash,Recommendation_Accepted,281,Tables,1,Budget Adjustment,Rejected,95.61,1,12.26,1
T0706,U43,2025-06-10,Loan,EMI,226.76,1738.94,4451.15,3596.091734283942,782,,Debit,Recommendation_Ignored,17,Tables,4,Risk Alert,Accepted,58.7,0,54.93,7
T0707,U86,2025-01-26,Expense,Stocks,3414.61,17028.41,7455.3,8377.536370720318,773,,Debit,Report_View,398,Detailed,2,Budget Adjustment,Accepted,56.96,1,68.36,3
T0708,U32,2025-06-27,Investment,Stocks,4801.82,1210.67,4482.93,5040.759466897893,833,10.36,Cash,Dashboard_Click,337,Tables,4,Budget Adjustment,Rejected,97.8,0,37.98,10
T0709,U62,2025-08-23,Tax,Travel,4985.93,11398.04,11495.79,11537.387781062822,539,,Cash,Recommendation_Accepted,361,Tables,1,Budget Adjustment,Accepted,86.51,1,90.66,6
T0710,U87,2024-10-21,Loan,Stocks,1894.03,19315.13,6600.17,8223.119335739408,649,,Cash,Recommendation_Ignored,129,Tables,4,Investment Suggestion,Rejected,66.92,1,13.6,5
T0711,U87,2024-12-17,Loan,Stocks,3360.65,14460.15,2676.65,3795.367841421224,642,,Cash,Recommendation_Ignored,294,Charts,5,Budget Adjustment,Ignored,67.84,0,37.99,3
T0712,U60,2025-08-09,Tax,Travel,1110.05,6566.4,11327.79,10420.636969393283,624,,Cash,Report_View,475,Detailed,3,Budget Adjustment,Rejected,90.57,1,74.29,10
T0713,U1,2024-10-29,Tax,Healthcare,301.91,3188.42,10717.06,11694.87964421781,641,,Online,Dashboard_Click,29,Tables,3,Budget Adjustment,Ignored,69.18,1,37.67,10
T0714,U63,2025-04-29,Investment,Healthcare,2270.78,8401.25,13367.61,11732.110477572915,692,-9.1,Cash,Recommendation_Accepted,579,Tables,1,Risk Alert,Accepted,81.97,0,90.96,5
T0715,U25,2025-01-05,Income,Salary,1818.68,5616.67,7588.79,9168.457950064252,713,,Cash,Recommendation_Accepted,244,Summary,4,Risk Alert,Rejected,56.01,1,32.1,7
T0716,U27,2024-09-29,Investment,Insurance,3164.18,11557.94,7010.32,8598.564484679786,792,2.63,Cash,Report_View,580,Tables,5,Investment Suggestion,Rejected,96.93,1,56.32,9
T0717,U38,2024-10-09,Income,Healthcare,335.35,18056.88,11104.22,12322.576598744929,305,,Cash,Recommendation_Ignored,134,Tables,1,Risk Alert,Accepted,58.42,1,1.98,10
T0718,U68,2025-02-23,Income,EMI,1283.53,13299.39,8063.39,8694.477166103872,342,,Credit,Recommendation_Ignored,161,Summary,1,Risk Alert,Ignored,63.94,1,53.42,4
T0719,U27,2025-06-01,Investment,Salary,2099.56,18915.04,6601.62,6384.7220380169965,797,-7.12,Credit,Dashboard_Click,111,Tables,1,Investment Suggestion,Ignored,90.1,0,92.31,9
T0720,U22,2025-03-11,Loan,Groceries,531.11,7905.87,9971.03,8940.524243711241,319,,Credit,Recommendation_Ignored,426,Summary,3,Budget Adjustment,Ignored,84.17,0,21.21,2
T0721,U96,2025-09-13,Tax,Utilities,3094.6,2259.25,5440.47,3995.2152019614823,488,,Credit,Recommendation_Accepted,38,Summary,5,Budget Adjustment,Rejected,83.75,1,74.18,9
T0722,U9,2024-10-11,Investment,Salary,4324.04,19556.21,6122.17,5778.888139689074,755,9.1,Online,Dashboard_Click,494,Summary,4,Investment Suggestion,Rejected,86.73,0,33.34,9
T0723,U11,2024-12-05,Loan,Groceries,2429.32,3041.92,10925.53,10512.841144254275,606,,Debit,Report_View,571,Summary,5,Risk Alert,Rejected,56.35,1,75.32,5
T0724,U64,2025-02-25,Tax,Groceries,2313.9,17054.23,9590.93,10807.511519527956,451,,Credit,Recommendation_Ignored,260,Charts,5,Budget Adjustment,Accepted,82.88,1,6.07,7
T0725,U20,2024-12-23,Investment,Salary,4173.3,3137.8,8000.66,8740.68125055491,531,7.93,Cash,Recommendation_Accepted,244,Charts,3,Risk Alert,Ignored,94.4,0,16.56,7
T0726,U7,2025-07-28,Income,EMI,4094.61,14318.22,12151.76,10296.699072022648,770,,Cash,Report_View,326,Summary,5,Risk Alert,Ignored,85.65,0,94.82,3
T0727,U20,2024-12-03,Income,Salary,1549.19,12109.21,5981.91,7163.602717887439,465,,Online,Recommendation_Ignored,565,Detailed,3,Budget Adjustment,Ignored,74.52,0,53.78,7
T0728,U77,2025-01-17,Investment,EMI,2365.93,11103.89,2092.76,4043.275960131713,750,-0.56,Cash,Dashboard_Click,38,Tables,1,Investment Suggestion,Rejected,78.32,1,78.5,10
T0729,U71,2025-06-08,Tax,Salary,1263.55,13567.41,13112.6,11456.311737686807,318,,Debit,Recommendation_Accepted,455,Charts,5,Risk Alert,Rejected,90.01,1,71.03,2
T0730,U21,2025-03-14,Expense,Salary,2470.18,14140.03,10624.04,10126.80323638362,821,,Debit,Report_View,212,Charts,2,Risk Alert,Ignored,88.48,0,41.01,9
T0731,U14,2024-10-12,Income,Stocks,1963.29,9525.73,14359.37,12852.43114012577,482,,Online,Dashboard_Click,440,Detailed,4,Budget Adjustment,Rejected,73.42,1,69.95,1
T0732,U26,2024-11-09,Loan,Healthcare,750.73,1878.18,2910.05,1766.6009018256832,837,,Cash,Dashboard_Click,41,Tables,1,Investment Suggestion,Ignored,69.11,1,11.91,8
T0733,U20,2025-07-22,Investment,Travel,1933.65,15026.79,11853.06,10604.81577577839,667,4.74,Cash,Dashboard_Click,512,Charts,5,Investment Suggestion,Accepted,64.98,0,13.0,9
T0734,U43,2024-12-19,Expense,Travel,3100.19,2426.53,6259.78,4748.578532313972,322,,Debit,Report_View,81,Tables,5,Investment Suggestion,Accepted,97.52,1,46.56,5
T0735,U14,2025-07-13,Loan,Utilities,1133.81,9084.28,9277.61,10353.29382772813,794,,Online,Recommendation_Accepted,197,Charts,2,Investment Suggestion,Ignored,89.73,0,71.2,8
T0736,U46,2025-03-24,Loan,Insurance,878.75,7349.94,10696.67,12033.299615420883,780,,Cash,Recommendation_Ignored,448,Summary,4,Budget Adjustment,Ignored,62.36,1,87.91,10
T0737,U8,2025-01-26,Expense,Travel,3785.86,13840.32,4929.05,6641.3071932251805,767,,Credit,Recommendation_Ignored,463,Summary,5,Investment Suggestion,Rejected,98.67,1,97.06,2
T0738,U88,2025-02-02,Income,Stocks,2621.34,8412.26,8662.49,9451.030575629284,339,,Cash,Recommendation_Ignored,65,Summary,3,Investment Suggestion,Rejected,98.46,0,65.04,8
T0739,U96,2025-06-13,Investment,Utilities,2555.98,9091.91,7532.87,8037.439025278612,420,7.0,Debit,Recommendation_Ignored,55,Summary,3,Budget Adjustment,Accepted,56.6,1,75.33,5
T0740,U8,2025-01-16,Expense,Healthcare,4028.54,12196.52,5815.77,6293.985402771163,465,,Debit,Dashboard_Click,15,Charts,4,Risk Alert,Rejected,66.32,1,40.86,2
T0741,U2,2024-10-24,Loan,Healthcare,3472.61,13755.17,7232.17,7161.2606565640035,779,,Credit,Dashboard_Click,286,Tables,5,Budget Adjustment,Ignored,62.12,1,52.68,9
T0742,U97,2025-04-04,Tax,Salary,2758.06,11749.34,12573.95,14550.759625446633,640,,Credit,Report_View,385,Detailed,1,Risk Alert,Rejected,77.36,1,69.13,4
T0743,U18,2025-02-28,Expense,Salary,4306.93,4437.2,4573.42,3435.6303093133292,722,,Debit,Report_View,549,Summary,2,Budget Adjustment,Ignored,62.94,0,33.59,1
T0744,U13,2025-01-02,Loan,Travel,4130.63,10378.66,2349.11,2015.0049711570866,629,,Online,Report_View,346,Summary,4,Risk Alert,Ignored,82.13,0,94.62,2
T0745,U22,2024-10-14,Investment,Stocks,672.06,1725.65,9510.66,8925.166000555128,765,-5.87,Debit,Dashboard_Click,338,Tables,2,Investment Suggestion,Ignored,96.8,1,96.67,10
T0746,U56,2025-05-24,Tax,Healthcare,2120.23,9704.52,5267.61,4139.602698710862,560,,Credit,Recommendation_Accepted,568,Detailed,5,Budget Adjustment,Rejected,54.76,0,51.37,2
T0747,U98,2025-05-07,Tax,Travel,1794.11,1149.44,8481.91,9728.159911055836,374,,Credit,Recommendation_Ignored,99,Charts,3,Budget Adjustment,Rejected,61.28,0,22.8,6
T0748,U46,2025-08-21,Loan,Groceries,3186.9,19025.47,13075.7,13065.562184448943,555,,Cash,Recommendation_Accepted,535,Charts,2,Budget Adjustment,Ignored,85.09,1,21.72,9
T0749,U76,2025-03-03,Tax,EMI,4894.86,17100.65,7144.41,7019.468686715078,559,,Cash,Dashboard_Click,324,Summary,4,Budget Adjustment,Ignored,73.34,1,8.45,5
T0750,U98,2025-06-18,Expense,Groceries,1303.3,10775.8,11369.65,11592.711554666652,791,,Cash,Dashboard_Click,309,Summary,1,Budget Adjustment,Accepted,95.41,0,78.9,6
T0751,U38,2024-12-31,Investment,Stocks,4230.26,11788.95,6953.29,6207.708325474245,522,5.31,Debit,Recommendation_Accepted,156,Summary,3,Budget Adjustment,Ignored,82.82,1,92.31,9
T0752,U24,2024-12-31,Income,Stocks,2601.44,5833.27,10438.96,12415.845509471408,466,,Online,Recommendation_Ignored,339,Summary,2,Budget Adjustment,Rejected,96.34,0,18.38,2
T0753,U24,2025-06-18,Expense,Utilities,3846.15,3755.14,13796.14,12956.292130816553,319,,Online,Report_View,103,Summary,2,Budget Adjustment,Ignored,91.19,0,66.39,10
T0754,U44,2024-12-30,Income,Groceries,4038.95,3812.47,14741.8,15802.78765546235,503,,Cash,Recommendation_Accepted,501,Summary,2,Budget Adjustment,Rejected,91.01,1,46.18,3
T0755,U76,2025-06-04,Expense,Utilities,2828.02,17688.84,12524.43,11403.48867387896,516,,Debit,Dashboard_Click,565,Tables,3,Risk Alert,Accepted,87.41,0,50.12,10
T0756,U76,2024-11-17,Tax,Groceries,227.35,2638.17,3836.16,2314.586171389756,504,,Credit,Recommendation_Ignored,520,Tables,4,Investment Suggestion,Rejected,65.04,1,78.31,1
T0757,U23,2025-02-10,Investment,EMI,3325.57,1007.8,10848.83,11760.615835217706,818,6.63,Debit,Dashboard_Click,378,Detailed,2,Budget Adjustment,Ignored,57.37,0,62.44,4
T0758,U8,2025-07-14,Investment,EMI,4482.7,13694.86,5424.19,6463.699019520003,513,-8.73,Cash,Recommendation_Ignored,330,Charts,2,Investment Suggestion,Ignored,74.93,0,63.81,2
T0759,U44,2025-06-19,Tax,Stocks,3770.5,19046.65,2216.65,1083.1445513970893,742,,Cash,Report_View,486,Tables,5,Risk Alert,Ignored,72.52,0,50.64,6
T0760,U33,2025-01-30,Tax,Stocks,1959.57,2371.14,2241.85,735.7534427498601,312,,Debit,Report_View,293,Detailed,1,Budget Adjustment,Rejected,71.21,0,72.54,7
T0761,U52,2024-11-15,Income,EMI,678.57,18903.28,12517.75,10643.81260946611,533,,Debit,Report_View,50,Summary,1,Investment Suggestion,Ignored,99.91,0,22.75,9
T0762,U98,2025-02-18,Expense,Groceries,1657.61,4734.78,9968.46,11832.230102593643,744,,Online,Recommendation_Accepted,338,Tables,3,Risk Alert,Accepted,81.69,1,84.0,9
T0763,U43,2025-07-29,Income,Utilities,1841.0,1503.61,13706.66,13940.50337513216,796,,Credit,Recommendation_Ignored,500,Tables,5,Risk Alert,Ignored,52.36,0,30.71,2
T0764,U59,2025-05-24,Expense,Stocks,2247.29,17491.56,8127.86,8936.824703773667,312,,Debit,Recommendation_Ignored,436,Tables,1,Budget Adjustment,Accepted,55.02,0,70.86,8
T0765,U14,2024-10-31,Investment,Salary,4843.23,2035.18,14350.81,13295.001846453106,397,6.73,Debit,Report_View,122,Summary,1,Risk Alert,Rejected,80.48,0,9.07,2
T0766,U59,2024-11-30,Investment,EMI,3509.69,11103.23,8578.62,9405.244472362841,489,8.92,Cash,Recommendation_Accepted,492,Tables,1,Investment Suggestion,Ignored,68.39,0,52.43,3
T0767,U3,2025-08-14,Loan,EMI,1408.99,6431.98,12220.9,10348.72758114558,661,,Credit,Report_View,450,Summary,3,Budget Adjustment,Accepted,74.68,1,20.12,2
T0768,U89,2025-08-16,Tax,EMI,2794.17,11050.65,12218.92,11277.890560388056,661,,Debit,Recommendation_Ignored,180,Summary,3,Budget Adjustment,Rejected,88.31,0,29.8,2
T0769,U96,2025-05-10,Loan,Stocks,4004.54,18595.85,3328.22,4328.604384734659,576,,Credit,Report_View,165,Tables,4,Risk Alert,Accepted,70.08,0,3.6,8
T0770,U89,2025-03-30,Income,Healthcare,1955.74,9899.67,13789.49,14439.102273322835,655,,Online,Recommendation_Accepted,499,Charts,2,Budget Adjustment,Rejected,60.19,1,53.35,6
T0771,U74,2025-05-02,Investment,Travel,2173.6,12528.97,9813.41,10897.845574884483,485,1.64,Cash,Dashboard_Click,330,Tables,3,Budget Adjustment,Ignored,95.18,1,89.88,6
T0772,U67,2025-09-08,Investment,Travel,3711.02,19108.66,5695.57,6742.3384316434895,306,-1.21,Credit,Recommendation_Accepted,428,Charts,1,Risk Alert,Ignored,61.2,1,55.16,3
T0773,U54,2025-02-01,Income,Groceries,2778.51,19621.74,10938.94,10345.498530393124,348,,Credit,Report_View,265,Summary,1,Investment Suggestion,Accepted,59.2,1,92.92,3
T0774,U25,2025-07-05,Loan,Salary,741.31,10928.41,11118.14,12163.50325056291,313,,Online,Dashboard_Click,145,Detailed,1,Investment Suggestion,Rejected,97.99,0,73.57,10
T0775,U97,2025-09-10,Investment,Healthcare,3185.9,4214.26,4550.22,3977.1004828176674,751,-3.77,Online,Recommendation_Ignored,84,Tables,4,Budget Adjustment,Rejected,55.73,1,19.23,9
T0776,U91,2024-12-03,Tax,Healthcare,3807.74,16892.17,10533.75,10157.120003690907,811,,Debit,Report_View,344,Summary,1,Risk Alert,Ignored,51.81,0,86.73,1
T0777,U28,2025-08-11,Loan,Insurance,4981.65,1151.72,5388.91,6133.227410685175,415,,Debit,Dashboard_Click,285,Charts,1,Budget Adjustment,Rejected,77.27,0,33.56,9
T0778,U3,2024-12-03,Expense,Stocks,3465.38,8075.17,9809.61,7853.3010826908685,660,,Cash,Recommendation_Ignored,98,Charts,5,Investment Suggestion,Rejected,59.61,0,46.41,7
